Date;Mois;Contrepartie;Montant (€);Source;Type;Catégorie;Matched mot_clé;Matched type_condition
2023-07-07 10:09:53;2023-07;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2023-07-07 10:09:59;2023-07;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2023-07-08 00:00:00;2023-07;Daikichi        2471049;-40.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-07-09 00:00:00;2023-07;Espèces chez Loomis France Paris;-350.0;Revolut;ATM;FdS;;ATM
2023-07-09 00:00:00;2023-07;G7;-30.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-07-09 00:00:00;2023-07;Peniche Marcounet;-31.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-07-09 00:00:00;2023-07;Espèces chez Loomis France Paris;-500.0;Revolut;ATM;FdS;;ATM
2023-07-09 00:00:00;2023-07;Espèces chez Loomis France Paris;-200.0;Revolut;ATM;FdS;;ATM
2023-07-09 00:00:00;2023-07;Espèces chez Loomis France Paris;-250.0;Revolut;ATM;FdS;;ATM
2023-07-09 00:00:00;2023-07;Espèces chez Loomis France Paris;-200.0;Revolut;ATM;FdS;;ATM
2023-07-09 00:00:00;2023-07;Espèces chez Loomis France Paris;-150.0;Revolut;ATM;FdS;;ATM
2023-07-10 00:00:00;2023-07;Recre Azur;-170.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-07-10 00:00:00;2023-07;G7;-11.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-07-11 10:19:46;2023-07;CORUM EURION;1437.12;Qonto;;SCPI;CORUM EURION;
2023-07-12 10:12:25;2023-07;M BIBOUM NYEMB ITIBI JOSEPH;1200.0;Qonto;;Conseil;M BIBOUM NYEMB ITIBI JOSEPH;
2023-07-13 00:00:00;2023-07;G7;-32.1;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-07-14 00:00:00;2023-07;Gr Epicerie 16  4704771;-5.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-07-20 05:23:32;2023-07;ALTAROC GLOBAL 2023 FPCI - COLLECTE;-22000.0;Qonto;;PE;ALTAROC GLOBAL 2023 FPCI - COLLECTE;
2023-07-21 14:03:28;2023-07;ETHIFINANCE SAS;6911.4;Qonto;;Conseil;ETHIFINANCE SAS;
2023-07-25 10:08:26;2023-07;SCPI EPARGNE PIERRE;2329.36;Qonto;;SCPI;EPARGNE PIERRE;
2023-07-25 10:09:58;2023-07;EFIMMO 1;1012.8;Qonto;;SCPI;EFIMMO;
2023-07-25 10:10:00;2023-07;SCPI IMMORENTE;2063.88;Qonto;;SCPI;IMMORENTE;
2023-07-26 00:00:00;2023-07;Daikichi        2471049;-56.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-07-26 16:03:11;2023-07;roundtable - NewCo 18;-5000.0;Qonto;;VC;roundtable - NewCo 18;
2023-07-31 10:11:53;2023-07;M BIBOUM NYEMB ITIBI JOSEPH;1200.0;Qonto;;Conseil;M BIBOUM NYEMB ITIBI JOSEPH;
2023-08-01 07:32:33;2023-08;Cuvelier Fauvarque;-647.0;Qonto;;FdS;Cuvelier Fauvarque;
2023-08-01 10:17:53;2023-08;PRIMOPIERRE SCPI;1616.16;Qonto;;SCPI;PRIMOPIERRE;
2023-08-01 15:54:36;2023-08;Qonto;-13.2;Qonto;;FdS;Qonto;
2023-08-03 15:48:51;2023-08;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2023-08-07 00:00:00;2023-08;Le Drakkar;-163.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-08-07 10:08:46;2023-08;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2023-08-07 10:15:33;2023-08;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2023-08-07 10:15:58;2023-08;SCI   PRIMOPIERRE;1769.43;Qonto;;SCPI;PRIMOPIERRE;
2023-08-07 10:22:21;2023-08;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2023-08-07 10:24:23;2023-08;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2023-08-08 00:00:00;2023-08;Mcmf;-71.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-08-11 05:28:34;2023-08;GENERALI VIE SA;-400000.0;Qonto;;Contrat de capitalisation;GENERALI VIE SA;
2023-08-11 10:08:53;2023-08;CORUM EURION;818.96;Qonto;;SCPI;CORUM EURION;
2023-08-24 10:03:53;2023-08;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2023-08-26 00:00:00;2023-08;G7;-33.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-08-30 00:00:00;2023-08;Le Manoir Z;-172.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-08-31 10:13:28;2023-08;ETHIFINANCE SAS;1200.0;Qonto;;Conseil;ETHIFINANCE SAS;
2023-09-01 15:54:43;2023-09;Qonto;-13.2;Qonto;;FdS;Qonto;
2023-09-02 00:00:00;2023-09;G7;-23.8;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-09-02 00:00:00;2023-09;Ristorante Dino;-65.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-09-02 10:43:30;2023-09;hauthec;-1584.0;Qonto;;FdS;hauthec;
2023-09-04 07:05:28;2023-09;Guichar Jean-Philippe;-15933.7;Qonto;;FdS;Guichar Jean-Philippe;
2023-09-05 14:10:11;2023-09;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2023-09-07 00:00:00;2023-09;G7;-27.7;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-09-07 09:58:25;2023-09;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2023-09-07 10:00:03;2023-09;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2023-09-07 10:00:45;2023-09;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2023-09-07 10:07:30;2023-09;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2023-09-08 10:04:08;2023-09;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2023-09-12 10:15:03;2023-09;CORUM EURION;890.42;Qonto;;SCPI;CORUM EURION;
2023-09-18 00:00:00;2023-09;Daikichi        2471049;-33.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-09-18 10:09:45;2023-09;PATRIMOINE SUR MESURE;1200.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2023-09-21 00:00:00;2023-09;Sc-rest. Matsuya;-13.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-09-21 00:00:00;2023-09;Passy;-19.98;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-09-21 09:10:35;2023-09;PERSPECTIVES ADVISORY;1590.0;Qonto;;Conseil;PERSPECTIVES ADVISORY;
2023-09-22 09:58:10;2023-09;Mangopay;3335.14;Qonto;;Crowdfunding;Mangopay;
2023-09-25 09:59:52;2023-09;Mangopay;21358.9;Qonto;;Crowdfunding;Mangopay;
2023-09-26 00:00:00;2023-09;Paris Business A;-710.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-10-01 15:54:24;2023-10;Qonto;-13.2;Qonto;;FdS;Qonto;
2023-10-02 10:14:10;2023-10;ETHIFINANCE SAS;1200.0;Qonto;;Conseil;ETHIFINANCE SAS;
2023-10-03 10:06:08;2023-10;PATRIMOINE SUR MESURE;1200.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2023-10-04 05:07:33;2023-10;DGFIP;-11175.0;Qonto;;impots;DGFIP;
2023-10-05 00:00:00;2023-10;Sc-rest. Matsuya;-13.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-10-10 09:25:27;2023-10;MISSION SPORT & SANTE;-350.0;Qonto;;FdS;MISSION SPORT & SANTE;
2023-10-10 10:03:16;2023-10;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2023-10-10 10:10:35;2023-10;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2023-10-10 10:13:46;2023-10;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2023-10-10 10:13:50;2023-10;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2023-10-10 10:14:03;2023-10;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2023-10-11 09:59:26;2023-10;CORUM EURION;943.63;Qonto;;SCPI;CORUM EURION;
2023-10-16 00:00:00;2023-10;G7;-62.4;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-10-16 00:00:00;2023-10;Mrw280132sc     4972453;-22.99;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-10-16 15:46:37;2023-10;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2023-10-18 05:26:37;2023-10;DGFIP;-5738.0;Qonto;;impots;DGFIP;
2023-10-23 05:52:11;2023-10;ALTAROC GLOBAL 2022 FPCI - COLLECTE;-10000.0;Qonto;;PE;ALTAROC GLOBAL 2022 FPCI - COLLECTE;
2023-10-24 10:03:34;2023-10;SCPI EPARGNE PIERRE;3175.92;Qonto;;SCPI;EPARGNE PIERRE;
2023-10-25 10:01:24;2023-10;EFIMMO 1;1012.8;Qonto;;SCPI;EFIMMO;
2023-10-25 10:04:24;2023-10;SCPI IMMORENTE;2063.88;Qonto;;SCPI;IMMORENTE;
2023-10-27 10:01:01;2023-10;ETHIFINANCE SAS;2400.0;Qonto;;Conseil;ETHIFINANCE SAS;
2023-10-27 11:30:51;2023-10;PERSPECTIVES ADVISORY;1395.0;Qonto;;Conseil;PERSPECTIVES ADVISORY;
2023-10-31 10:55:22;2023-10;Mangopay;18628.96;Qonto;;Crowdfunding;Mangopay;
2023-11-01 08:08:14;2023-11;HYMAG'IN INVEST - Compte courant;-10024.0;Qonto;;VC;HYMAG'IN INVEST - Compte courant;
2023-11-01 11:04:46;2023-11;SCI   PRIMOPIERRE;1616.16;Qonto;;SCPI;PRIMOPIERRE;
2023-11-01 15:54:41;2023-11;Qonto;-13.2;Qonto;;FdS;Qonto;
2023-11-01 18:05:46;2023-11;Roundtable Fr Topco 4;-10000.0;Qonto;;VC;Roundtable Fr Topco 4;
2023-11-08 10:55:12;2023-11;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2023-11-08 11:05:31;2023-11;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2023-11-08 11:07:28;2023-11;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2023-11-08 11:08:00;2023-11;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2023-11-08 11:08:12;2023-11;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2023-11-11 00:00:00;2023-11;Leclerc Risldis;-71.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-11-13 11:12:17;2023-11;CORUM EURION;850.67;Qonto;;SCPI;CORUM EURION;
2023-11-18 00:00:00;2023-11;Ru;-50.6;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-11-21 16:47:32;2023-11;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2023-11-23 11:01:11;2023-11;Mangopay;10715.06;Qonto;;Crowdfunding;Mangopay;
2023-11-28 00:00:00;2023-11;Gandi Order 111786340;-23.99;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-12-01 00:00:00;2023-12;Ristorante Dino Sc1;-61.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-12-01 11:09:51;2023-12;PATRIMOINE SUR MESURE;1200.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2023-12-01 15:54:33;2023-12;Qonto;-13.2;Qonto;;FdS;Qonto;
2023-12-02 00:00:00;2023-12;Deliveroo;-18.29;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-12-06 06:44:08;2023-12;Alan;-37.4;Qonto;;FdS;Alan;
2023-12-07 11:22:24;2023-12;PATRIMOINE SUR MESURE;1200.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2023-12-08 11:01:10;2023-12;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2023-12-08 11:01:16;2023-12;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2023-12-08 11:03:53;2023-12;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2023-12-08 11:13:43;2023-12;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2023-12-08 11:13:48;2023-12;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2023-12-12 11:21:58;2023-12;CORUM EURION;1007.88;Qonto;;SCPI;CORUM EURION;
2023-12-14 00:00:00;2023-12;G7;-17.4;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-12-14 00:00:00;2023-12;Sc-rest. Matsuya;-20.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-12-14 16:47:13;2023-12;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2023-12-16 00:00:00;2023-12;Ristorante Dino;-106.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-12-18 07:20:44;2023-12;URSSAF D ILE DE FRANCE;-4.0;Qonto;;impots;URSSAF D ILE DE FRANCE;
2023-12-18 08:02:45;2023-12;Roundtable - NewCo 51;-2000.0;Qonto;;VC;Roundtable - NewCo 51;
2023-12-18 11:07:49;2023-12;EFIMMO 1;312.28;Qonto;;SCPI;EFIMMO;
2023-12-18 18:16:24;2023-12;Roundtable - NewCo 51;117.0;Qonto;;VC;Roundtable - NewCo 51;
2023-12-22 00:00:00;2023-12;Repairedebacchus;-63.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-12-22 00:00:00;2023-12;Nicolas 2300;-38.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2023-12-22 10:41:24;2023-12;Guichar Jean-Philippe;-4491.56;Qonto;;FdS;Guichar Jean-Philippe;
2023-12-27 06:07:33;2023-12;DIRECTION GENERALE DES FINANCES PUBLIQUES;-73.0;Qonto;;FdS;DIRECTION GENERALE DES FINANCES PUBLIQUES;
2023-12-29 06:06:29;2023-12;DGFIP;-4578.0;Qonto;;impots;DGFIP;
2024-01-01 15:54:26;2024-01;Qonto;-13.2;Qonto;;FdS;Qonto;
2024-01-02 16:46:15;2024-01;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2024-01-04 06:28:59;2024-01;Alan;-102.0;Qonto;;FdS;Alan;
2024-01-08 09:40:20;2024-01;FRENCH PAYROLL EXPERT / Thomas Bidou;-84.0;Qonto;;FdS;FRENCH PAYROLL EXPERT / Thomas Bidou;
2024-01-09 00:00:00;2024-01;Gandi Order 113663130;-57.46;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-01-09 11:07:13;2024-01;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2024-01-09 11:09:06;2024-01;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-01-09 11:12:16;2024-01;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-01-09 11:13:57;2024-01;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-01-09 11:15:16;2024-01;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2024-01-10 15:00:30;2024-01;ETHIFINANCE SAS;7200.0;Qonto;;Conseil;ETHIFINANCE SAS;
2024-01-11 14:58:38;2024-01;CORUM EURION;990.1;Qonto;;SCPI;CORUM EURION;
2024-01-12 11:09:02;2024-01;PATRIMOINE SUR MESURE;1200.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2024-01-16 06:37:03;2024-01;URSSAF D'ILE DE FRANCE;-3068.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2024-01-23 06:47:45;2024-01;DGFIP;-1047.0;Qonto;;impots;DGFIP;
2024-01-25 11:03:40;2024-01;EFIMMO 1;1059.22;Qonto;;SCPI;EFIMMO;
2024-01-25 11:03:52;2024-01;SCPI IMMORENTE;2775.36;Qonto;;SCPI;IMMORENTE;
2024-01-25 11:06:39;2024-01;EFIMMO 1;67.52;Qonto;;SCPI;EFIMMO;
2024-01-25 17:55:08;2024-01;PERSPECTIVES ADVISORY;1530.0;Qonto;;Conseil;PERSPECTIVES ADVISORY;
2024-01-29 11:23:12;2024-01;SCPI EPARGNE PIERRE;3681.18;Qonto;;SCPI;EPARGNE PIERRE;
2024-02-01 11:32:33;2024-02;SCI   PRIMOPIERRE;1616.16;Qonto;;SCPI;PRIMOPIERRE;
2024-02-01 15:57:54;2024-02;Qonto;-13.2;Qonto;;FdS;Qonto;
2024-02-02 00:00:00;2024-02;Deliveroo;-25.33;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-02-05 19:48:36;2024-02;MISSION SPORT & SANTE;-350.0;Qonto;;FdS;MISSION SPORT & SANTE;
2024-02-06 06:29:50;2024-02;Alan;-102.0;Qonto;;FdS;Alan;
2024-02-08 11:08:16;2024-02;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-02-08 11:11:09;2024-02;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-02-08 11:11:09;2024-02;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-02-08 11:14:01;2024-02;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2024-02-08 11:46:21;2024-02;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2024-02-10 00:00:00;2024-02;Daikichi        2471049;-35.3;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-02-13 11:58:06;2024-02;CORUM EURION;818.48;Qonto;;SCPI;CORUM EURION;
2024-02-14 00:00:00;2024-02;Midjourney Inc.;-320.77;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-02-15 17:00:16;2024-02;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2024-02-16 08:35:11;2024-02;URSSAF D'ILE DE FRANCE;-10.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2024-02-18 22:25:01;2024-02;Roundtable Fr Topco 11;-10000.0;Qonto;;VC;Roundtable Fr Topco 11;
2024-02-21 00:03:45;2024-02;OPCO ATLAS;-30.0;Qonto;;FdS;OPCO ATLAS;
2024-02-23 00:00:00;2024-02;G7;-55.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-02-23 16:48:55;2024-02;OPCO ATLAS;30.0;Qonto;;FdS;OPCO ATLAS;
2024-02-24 00:00:00;2024-02;Brenner Grill;-425.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-02-26 00:00:00;2024-02;Moualek Abd;-56.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-02-27 15:45:50;2024-02;FINSTART;32650.2;Qonto;;Conseil;FINSTART;
2024-02-27 16:04:21;2024-02;Geoffrey RAIA;-6800.0;Qonto;;Conseil;Geoffrey RAIA;
2024-02-28 08:06:15;2024-02;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2024-02-29 00:00:00;2024-02;Sc-rest. Matsuya;-47.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-01 15:57:36;2024-03;Qonto;-13.2;Qonto;;FdS;Qonto;
2024-03-02 00:00:00;2024-03;Brach Paris Fnb;-16.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-05 11:29:30;2024-03;Mangopay;1361.59;Qonto;;Crowdfunding;Mangopay;
2024-03-06 00:00:00;2024-03;Mol*memory Pc Gmbh;-2329.32;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-06 00:04:14;2024-03;OPCO ATLAS;-30.0;Qonto;;FdS;OPCO ATLAS;
2024-03-06 06:55:12;2024-03;Alan;-102.0;Qonto;;FdS;Alan;
2024-03-08 11:20:05;2024-03;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-03-08 11:33:23;2024-03;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2024-03-08 11:34:28;2024-03;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-03-08 11:34:41;2024-03;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2024-03-08 11:35:44;2024-03;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-03-11 00:00:00;2024-03;Dac Inter;-80.01;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-12 12:12:57;2024-03;CORUM EURION;824.13;Qonto;;SCPI;CORUM EURION;
2024-03-14 00:00:00;2024-03;Sncf Internet;-58.6;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-15 00:00:00;2024-03;Paris Business A;-700.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-15 00:00:00;2024-03;Les Cascades;-56.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-15 07:01:33;2024-03;DGFIP;-1435.0;Qonto;;impots;DGFIP;
2024-03-16 00:00:00;2024-03;Fnac Beaugrenell2449134;-245.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-18 06:58:22;2024-03;URSSAF D ILE DE FRANCE;-10.0;Qonto;;impots;URSSAF D ILE DE FRANCE;
2024-03-19 16:58:18;2024-03;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2024-03-20 00:00:00;2024-03;Ldlc-pro.com    4064896;-664.29;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-21 13:20:36;2024-03;COGEA Conseil;-683.47;Qonto;;FdS;COGEA Conseil;
2024-03-22 00:00:00;2024-03;Vin Bis Boetie  4985282;-22.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-25 20:06:29;2024-03;Caisse de Retraite;-996.61;Qonto;;FdS;Caisse de Retraite;
2024-04-01 15:57:00;2024-04;Qonto;-13.2;Qonto;;FdS;Qonto;
2024-04-02 09:03:43;2024-04;FRENCH PAYROLL EXPERT / Thomas Bidou;-126.0;Qonto;;FdS;FRENCH PAYROLL EXPERT / Thomas Bidou;
2024-04-04 08:04:19;2024-04;FINSTART;35676.6;Qonto;;Conseil;FINSTART;
2024-04-04 09:18:45;2024-04;Geoffrey RAIA;-8400.0;Qonto;;Conseil;Geoffrey RAIA;
2024-04-04 09:20:49;2024-04;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2024-04-05 15:35:03;2024-04;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2024-04-07 00:00:00;2024-04;Passy;-298.99;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-04-09 07:01:33;2024-04;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-04-09 07:19:16;2024-04;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2024-04-09 07:53:37;2024-04;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-04-09 08:12:30;2024-04;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2024-04-09 08:14:09;2024-04;Alan;-102.0;Qonto;;FdS;Alan;
2024-04-09 08:17:29;2024-04;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-04-09 08:23:29;2024-04;HISCOX SA HISCOX SA;-242.5;Qonto;;FdS;HISCOX;
2024-04-11 14:35:31;2024-04;CORUM EURION;922.85;Qonto;;SCPI;CORUM EURION;
2024-04-16 05:10:48;2024-04;URSSAF D'ILE DE FRANCE;-10.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2024-04-22 05:48:42;2024-04;ALTAROC GLOBAL 2023 FPCI - COLLECTE;-10000.0;Qonto;;PE;ALTAROC GLOBAL 2023 FPCI - COLLECTE;
2024-04-22 05:49:33;2024-04;ALTAROC GLOBAL 2022 FPCI - COLLECTE;-10000.0;Qonto;;PE;ALTAROC GLOBAL 2022 FPCI - COLLECTE;
2024-04-22 08:50:20;2024-04;MISSION SPORT & SANTE;-350.0;Qonto;;FdS;MISSION SPORT & SANTE;
2024-04-22 14:55:15;2024-04;PERSPECTIVES ADVISORY;1860.0;Qonto;;Conseil;PERSPECTIVES ADVISORY;
2024-04-24 06:57:33;2024-04;SCPI EPARGNE PIERRE;3175.92;Qonto;;SCPI;EPARGNE PIERRE;
2024-04-24 07:00:01;2024-04;SCPI EPARGNE PIERRE;300.75;Qonto;;SCPI;EPARGNE PIERRE;
2024-04-24 07:32:34;2024-04;SCPI IMMORENTE;2063.88;Qonto;;SCPI;IMMORENTE;
2024-04-24 07:34:21;2024-04;EFIMMO 1;949.5;Qonto;;SCPI;EFIMMO;
2024-04-24 14:25:08;2024-04;Mangopay;2983.33;Qonto;;Crowdfunding;Mangopay;
2024-04-25 00:00:00;2024-04;Rotonde Muette;-50.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-04-28 00:00:00;2024-04;Espèces chez Societe Generale;-300.0;Revolut;ATM;FdS;;ATM
2024-04-30 13:59:37;2024-04;ARIA;15888.6;Qonto;;Conseil;Aria;
2024-05-01 16:06:17;2024-05;Qonto;-13.2;Qonto;;FdS;Qonto;
2024-05-02 07:43:22;2024-05;SCI   PRIMOPIERRE;1731.6;Qonto;;SCPI;PRIMOPIERRE;
2024-05-02 09:54:20;2024-05;Geoffrey RAIA;-8400.0;Qonto;;Conseil;Geoffrey RAIA;
2024-05-02 14:26:40;2024-05;ARIA;19788.0;Qonto;;Conseil;Aria;
