ID_invest;Classe d actif;Plateforme;Nom;Support;Date prevue;Type de flux;Montant attendu;TVA;Devise;Commentaire
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/10/2023;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/11/2023;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/12/2023;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/01/2024;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/02/2024;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/03/2024;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/04/2024;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/05/2024;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/06/2024;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/07/2024;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/08/2024;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/09/2024;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/10/2024;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/11/2024;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/06/2023;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/07/2023;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/08/2023;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/09/2023;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/10/2023;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/11/2023;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/12/2023;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/01/2024;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/02/2024;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/03/2024;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/04/2024;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/05/2024;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/06/2024;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/07/2024;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/08/2024;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/09/2024;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/10/2024;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/11/2024;in_versement_interet;166,6;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/03/2025;in_versement_interet;166,6;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/03/2025;in_versement_interet;165;0;EUR;-
36;Crowdlending;ClubFunding;Park ESCAUDAIN / BVI.EU Finance SASU;obligation;01/04/2025;in_versement_interet;165;0;EUR;-
28;Crowdlending;Raizers;Saint-Alban par UNITI;obligation;13/01/2023;in_versement_interet;120,32;0;EUR;-
39;Crowdlending;ClubFunding;West Retail Center / Infini Capital SAS;obligation;01/11/2024;in_versement_interet;56,1;0;EUR;-
28;Crowdlending;Raizers;Saint-Alban par UNITI;obligation;13/02/2023;in_versement_interet;53,81;0;EUR;-
40;Crowdlending;ClubFunding;Saint-Jacques / SGM Persephone SAS;obligation;01/04/2025;in_versement_interet;44,8;0;EUR;-
38;Crowdlending;ClubFunding;FRAGONARD SCHOOL / GDG Holdco fragonard SAS;obligation;01/12/2024;in_versement_interet;33,2;0;EUR;-
34;Crowdlending;Raizers;Villa Sainte-Anne par Fonciere Emeraude;obligation;27/07/2023;in_versement_interet;6,94;0;EUR;-
26;Crowdlending;Raizers;Place des Etats-Unis par Pulsim;obligation;01/07/2025;in_versement_interet;1;0;EUR;-
52;Conseil;DLA;EthiFinance SAS;facture;29/05/2023;in_facture;0;1870;EUR;F2023GAR01
52;Conseil;DLA;EthiFinance SAS;facture;27/06/2023;in_facture;0;3840,4;EUR;F2023GAR02
38;Crowdlending;ClubFunding;FRAGONARD SCHOOL / GDG Holdco fragonard SAS;obligation;01/01/2025;in_versement_interet;0;0;EUR;-
38;Crowdlending;ClubFunding;FRAGONARD SCHOOL / GDG Holdco fragonard SAS;obligation;01/02/2025;in_versement_interet;0;0;EUR;-
38;Crowdlending;ClubFunding;FRAGONARD SCHOOL / GDG Holdco fragonard SAS;obligation;01/03/2025;in_versement_interet;0;0;EUR;-
38;Crowdlending;ClubFunding;FRAGONARD SCHOOL / GDG Holdco fragonard SAS;obligation;01/04/2025;in_versement_interet;0;0;EUR;-
38;Crowdlending;ClubFunding;FRAGONARD SCHOOL / GDG Holdco fragonard SAS;obligation;01/05/2025;in_versement_interet;0;0;EUR;-
25;Crowdlending;Raizers;Le Boulou par Prestige Immo;obligation;01/07/2025;in_versement_interet;0;0;EUR;-
30;Crowdlending;Raizers;Villa Cote d'Azur par Guccy & HK Group;obligation;01/07/2025;in_versement_interet;0;0;EUR;-
39;Crowdlending;ClubFunding;West Retail Center / Infini Capital SAS;obligation;01/12/2024;in_versement_interet;0;0;EUR;-
